battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
774,1,2.8,0,7.0,1.0,55.0,0.9,124.0,3.0,18.0,8.0,896.0,3916.0,8.0,1.0,12,1,1,0,3
1848,1,1.4,1,2.0,1.0,42.0,0.7,179.0,2.0,10.0,154.0,605.0,3902.0,11.0,9.0,3,1,0,1,3
1501,0,1.1,0,12.0,1.0,2.0,0.2,187.0,1.0,15.0,198.0,1056.0,2487.0,13.0,12.0,16,1,1,1,2
1614,0,1.9,0,8.0,1.0,55.0,0.3,188.0,3.0,17.0,860.0,1330.0,3914.0,17.0,13.0,13,1,0,0,3
911,1,2.9,0,0.0,0.0,46.0,0.1,181.0,5.0,1.0,461.0,670.0,363.0,9.0,5.0,17,0,1,0,0
1520,0,0.5,0,1.0,1.0,24.0,0.7,199.0,5.0,8.0,109.0,1909.0,3233.0,13.0,3.0,4,1,0,1,3
1647,0,1.4,1,3.0,1.0,38.0,0.3,102.0,6.0,15.0,193.0,1185.0,2532.0,16.0,14.0,15,1,0,1,2
1347,0,0.9,1,8.0,1.0,53.0,0.8,108.0,6.0,15.0,961.0,1008.0,3836.0,15.0,3.0,14,1,0,1,3
967,1,1.6,0,4.0,0.0,25.0,0.6,92.0,8.0,9.0,243.0,1642.0,3076.0,7.0,4.0,18,0,1,1,2
1442,0,2.2,0,0.0,1.0,56.0,0.7,145.0,5.0,3.0,1626.0,1668.0,1513.0,11.0,8.0,7,1,1,0,2
1204,1,2.6,0,0.0,0.0,10.0,0.3,199.0,7.0,3.0,480.0,1482.0,1724.0,11.0,2.0,19,1,0,0,1
1320,0,2.1,1,0.0,1.0,41.0,0.6,144.0,7.0,2.0,123.0,1229.0,542.0,11.0,1.0,14,1,1,0,0
1800,1,0.7,0,2.0,1.0,8.0,0.4,100.0,7.0,6.0,400.0,823.0,3481.0,10.0,8.0,8,1,0,1,3
1567,0,2.1,1,3.0,0.0,22.0,0.8,153.0,3.0,19.0,190.0,1326.0,3991.0,15.0,2.0,10,1,0,0,3
1439,0,0.9,0,12.0,1.0,20.0,0.8,147.0,1.0,17.0,626.0,932.0,1790.0,19.0,12.0,15,1,0,1,1
1422,0,1.0,0,15.0,0.0,3.0,0.1,112.0,1.0,17.0,1.0,926.0,509.0,19.0,1.0,3,1,1,1,0
1591,1,2.2,1,4.0,1.0,52.0,1.0,161.0,3.0,16.0,548.0,1641.0,282.0,10.0,9.0,14,1,1,1,0
880,0,1.7,0,2.0,0.0,6.0,0.6,198.0,4.0,19.0,632.0,660.0,3006.0,6.0,4.0,3,1,0,0,2
1929,1,0.5,1,0.0,1.0,19.0,1.0,163.0,6.0,2.0,349.0,1051.0,1913.0,12.0,7.0,6,1,1,0,1
1642,1,1.6,1,0.0,0.0,5.0,0.4,102.0,5.0,2.0,1686.0,1889.0,1333.0,18.0,0.0,2,0,0,1,2
1511,0,2.5,1,3.0,0.0,21.0,0.2,114.0,3.0,18.0,1455.0,1982.0,3746.0,10.0,0.0,5,1,0,0,3
1312,0,1.3,0,5.0,1.0,10.0,0.6,163.0,2.0,9.0,95.0,893.0,3941.0,6.0,2.0,13,1,1,1,3
1852,0,1.4,0,4.0,1.0,10.0,0.7,196.0,1.0,18.0,580.0,1163.0,3970.0,13.0,1.0,11,1,0,1,3
972,1,1.3,0,8.0,0.0,44.0,0.7,82.0,7.0,10.0,297.0,589.0,3925.0,7.0,6.0,7,0,1,0,3
691,1,2.7,1,4.0,1.0,33.0,0.9,108.0,4.0,8.0,951.0,962.0,424.0,5.0,3.0,15,1,1,1,0
807,0,0.5,0,9.0,0.0,8.0,0.3,158.0,5.0,20.0,667.0,697.0,1284.0,17.0,13.0,2,0,1,1,0
1113,0,0.6,1,0.0,0.0,25.0,0.3,145.0,1.0,10.0,1047.0,1312.0,277.0,11.0,2.0,12,1,0,1,0
721,1,1.3,1,10.0,0.0,16.0,0.9,125.0,1.0,18.0,408.0,1862.0,1713.0,10.0,3.0,4,0,1,1,1
1188,1,1.5,1,0.0,0.0,54.0,0.3,198.0,6.0,2.0,1150.0,1469.0,485.0,12.0,7.0,7,0,1,0,0
1512,1,0.5,0,1.0,0.0,52.0,0.1,131.0,1.0,14.0,333.0,952.0,3002.0,6.0,5.0,7,0,0,1,2
805,1,0.7,0,0.0,0.0,64.0,0.1,97.0,4.0,14.0,641.0,704.0,418.0,11.0,6.0,17,0,1,1,0
918,0,0.9,1,1.0,0.0,8.0,0.1,123.0,7.0,5.0,653.0,671.0,1652.0,17.0,4.0,14,1,1,0,1
1320,0,0.5,1,7.0,0.0,48.0,0.2,168.0,5.0,16.0,103.0,1583.0,2893.0,8.0,5.0,9,0,0,1,2
1236,0,0.9,1,2.0,1.0,57.0,0.1,188.0,1.0,14.0,517.0,809.0,1406.0,14.0,12.0,20,1,0,1,0
1387,0,0.5,0,0.0,1.0,61.0,0.5,98.0,3.0,0.0,785.0,1151.0,629.0,5.0,3.0,11,1,1,0,0
1883,1,2.7,1,6.0,1.0,30.0,0.5,95.0,2.0,10.0,531.0,791.0,3724.0,16.0,15.0,20,1,1,1,3
839,0,2.0,1,0.0,0.0,14.0,0.4,175.0,7.0,3.0,564.0,1391.0,3835.0,15.0,8.0,11,1,0,0,3
1593,1,1.0,0,0.0,1.0,52.0,0.7,130.0,8.0,0.0,761.0,1336.0,1354.0,15.0,13.0,13,1,1,1,1
1722,1,1.0,0,7.0,0.0,25.0,0.8,88.0,6.0,19.0,1179.0,1638.0,2376.0,5.0,1.0,19,0,0,1,3
1954,0,0.6,1,8.0,0.0,7.0,0.9,126.0,3.0,9.0,673.0,690.0,3438.0,17.0,12.0,13,1,0,0,3
1788,1,0.5,1,15.0,1.0,2.0,0.3,150.0,6.0,20.0,472.0,1073.0,2655.0,12.0,2.0,4,1,0,1,2
1628,0,0.5,0,5.0,1.0,33.0,0.9,101.0,6.0,8.0,412.0,643.0,3361.0,16.0,10.0,13,1,0,0,3
1965,0,0.5,0,6.0,1.0,4.0,1.0,84.0,7.0,9.0,977.0,1660.0,3535.0,17.0,0.0,16,1,1,1,3
833,1,2.2,0,4.0,0.0,27.0,0.9,124.0,1.0,6.0,359.0,1395.0,2150.0,9.0,5.0,7,0,1,1,1
571,0,0.6,0,1.0,1.0,43.0,0.5,141.0,3.0,8.0,224.0,783.0,2587.0,7.0,5.0,18,1,0,0,1
1808,1,0.5,1,1.0,0.0,31.0,0.5,92.0,2.0,16.0,714.0,1208.0,2736.0,9.0,1.0,8,0,0,1,3
1860,0,0.5,1,2.0,1.0,55.0,0.7,83.0,6.0,3.0,195.0,799.0,676.0,15.0,0.0,4,1,0,1,0
1368,1,1.6,1,4.0,0.0,9.0,0.1,115.0,7.0,7.0,843.0,1145.0,2941.0,13.0,12.0,17,0,1,0,3
1161,0,1.3,1,0.0,1.0,21.0,0.6,126.0,8.0,12.0,308.0,1169.0,3336.0,6.0,4.0,14,1,0,1,3
1224,1,1.6,0,9.0,0.0,33.0,1.0,157.0,1.0,18.0,522.0,563.0,3796.0,10.0,5.0,13,1,1,0,3
902,1,0.6,1,0.0,0.0,63.0,0.7,122.0,5.0,14.0,364.0,1360.0,3654.0,18.0,8.0,15,0,1,1,3
787,1,0.5,0,15.0,0.0,11.0,0.6,93.0,1.0,16.0,806.0,1423.0,2934.0,8.0,6.0,14,1,0,1,2
854,0,0.5,0,2.0,0.0,30.0,0.5,125.0,8.0,5.0,518.0,1152.0,2889.0,5.0,2.0,11,0,0,1,2
1184,0,1.5,1,1.0,1.0,48.0,0.6,191.0,1.0,6.0,519.0,1577.0,3315.0,17.0,7.0,14,1,1,1,3
1973,0,1.6,1,5.0,1.0,39.0,0.8,152.0,4.0,6.0,792.0,1181.0,1993.0,9.0,0.0,5,1,0,0,2
510,0,1.7,1,3.0,0.0,35.0,0.8,120.0,3.0,6.0,382.0,1228.0,2509.0,17.0,2.0,11,0,1,1,1
966,0,2.0,0,8.0,1.0,34.0,0.5,118.0,2.0,10.0,214.0,1523.0,3534.0,18.0,17.0,11,1,1,1,3
1438,1,1.8,0,3.0,0.0,16.0,0.6,169.0,8.0,7.0,859.0,867.0,2246.0,14.0,11.0,15,0,0,0,2
1986,0,0.5,0,7.0,0.0,51.0,0.4,95.0,3.0,9.0,342.0,774.0,3165.0,5.0,0.0,13,1,0,0,3
1907,0,2.0,0,13.0,0.0,55.0,0.9,105.0,7.0,15.0,713.0,1513.0,286.0,14.0,4.0,17,1,0,1,0
1489,0,2.4,1,8.0,0.0,32.0,0.6,200.0,1.0,16.0,172.0,812.0,776.0,7.0,6.0,8,0,0,0,0
1843,1,1.8,1,13.0,1.0,16.0,0.7,134.0,6.0,18.0,118.0,580.0,3213.0,15.0,14.0,15,1,1,0,3
825,1,1.5,0,11.0,0.0,38.0,0.4,94.0,3.0,18.0,540.0,783.0,716.0,11.0,4.0,14,0,1,0,0
1286,1,2.3,0,10.0,1.0,16.0,0.1,98.0,2.0,18.0,18.0,662.0,424.0,10.0,5.0,4,1,1,0,0
840,0,0.6,0,0.0,1.0,63.0,0.8,137.0,7.0,19.0,987.0,1081.0,3486.0,12.0,8.0,18,1,1,0,3
757,0,2.3,1,5.0,1.0,58.0,0.2,163.0,4.0,7.0,535.0,697.0,3237.0,19.0,12.0,9,1,0,1,2
814,1,1.1,1,2.0,0.0,41.0,0.8,177.0,2.0,10.0,1092.0,1406.0,1944.0,16.0,6.0,12,1,0,0,1
1195,1,1.1,1,2.0,1.0,8.0,0.9,80.0,6.0,6.0,327.0,1001.0,643.0,14.0,2.0,19,1,0,0,0
767,0,0.8,0,7.0,1.0,10.0,0.5,107.0,4.0,12.0,517.0,1995.0,2317.0,6.0,0.0,12,1,1,1,2
1068,0,1.3,0,6.0,1.0,52.0,0.1,97.0,8.0,7.0,994.0,1500.0,1436.0,16.0,1.0,15,1,0,0,1
994,1,2.8,1,0.0,0.0,56.0,0.5,173.0,3.0,3.0,491.0,530.0,3190.0,5.0,2.0,20,1,1,1,2
1550,1,2.5,0,6.0,0.0,21.0,0.8,133.0,2.0,11.0,268.0,832.0,2338.0,16.0,1.0,15,0,1,0,2
1878,1,0.5,0,9.0,0.0,29.0,0.6,85.0,8.0,19.0,210.0,1026.0,1334.0,18.0,7.0,2,0,0,0,1
623,0,2.0,0,2.0,0.0,6.0,0.1,127.0,3.0,4.0,144.0,672.0,3657.0,17.0,3.0,19,1,1,0,2
1829,1,0.5,0,0.0,1.0,15.0,0.4,160.0,5.0,7.0,729.0,1267.0,2080.0,16.0,11.0,12,1,0,1,2
525,0,2.4,1,11.0,0.0,35.0,0.8,190.0,7.0,20.0,82.0,670.0,1609.0,16.0,11.0,3,0,0,0,0
1065,1,0.5,0,0.0,1.0,14.0,0.7,89.0,2.0,2.0,188.0,928.0,3078.0,10.0,1.0,18,1,0,1,2
1425,0,1.2,0,9.0,1.0,35.0,0.7,127.0,8.0,14.0,150.0,1897.0,590.0,13.0,2.0,6,1,1,1,0
1296,0,1.4,1,3.0,0.0,11.0,0.2,129.0,7.0,4.0,1222.0,1382.0,2552.0,19.0,8.0,10,1,1,1,2
642,0,2.8,0,3.0,0.0,34.0,0.8,197.0,2.0,15.0,331.0,1011.0,3355.0,12.0,5.0,13,0,0,0,2
1664,1,2.9,1,9.0,1.0,15.0,0.5,177.0,7.0,19.0,1178.0,1929.0,1968.0,12.0,7.0,9,1,0,0,2
1498,1,0.7,0,3.0,1.0,8.0,0.1,170.0,7.0,4.0,347.0,1076.0,3358.0,7.0,3.0,19,1,0,0,3
981,1,1.9,1,0.0,0.0,2.0,0.1,136.0,3.0,7.0,75.0,688.0,1539.0,19.0,12.0,19,0,0,0,0
1236,1,2.8,0,6.0,1.0,32.0,0.3,143.0,4.0,18.0,492.0,1403.0,942.0,16.0,12.0,14,1,1,1,0
1673,0,2.8,1,7.0,0.0,9.0,0.1,187.0,3.0,10.0,65.0,734.0,3669.0,9.0,1.0,10,1,0,1,3
712,1,1.6,0,6.0,1.0,9.0,0.8,172.0,2.0,14.0,881.0,1234.0,3612.0,13.0,5.0,4,1,0,0,3
569,1,0.5,1,10.0,1.0,4.0,0.8,170.0,3.0,19.0,351.0,1159.0,2351.0,8.0,7.0,10,1,1,0,1
603,1,0.7,1,0.0,1.0,64.0,0.2,156.0,6.0,0.0,1842.0,1968.0,604.0,10.0,4.0,8,1,1,1,0
1332,0,0.8,1,2.0,0.0,11.0,0.5,187.0,2.0,4.0,758.0,1165.0,1285.0,5.0,0.0,9,1,1,0,1
1413,0,0.6,0,0.0,1.0,13.0,0.1,128.0,1.0,0.0,1323.0,1481.0,515.0,5.0,0.0,18,1,1,0,0
1064,0,2.9,1,1.0,1.0,34.0,0.2,184.0,6.0,13.0,1175.0,1569.0,654.0,16.0,13.0,6,1,0,0,0
1444,0,0.6,0,2.0,0.0,48.0,0.5,82.0,5.0,17.0,1092.0,1554.0,2540.0,17.0,2.0,15,1,1,1,3
1366,1,1.7,1,5.0,1.0,53.0,0.2,161.0,5.0,9.0,647.0,1876.0,3869.0,17.0,5.0,14,1,0,1,3
906,0,2.1,1,7.0,0.0,18.0,0.1,136.0,2.0,11.0,1102.0,1793.0,3412.0,13.0,8.0,16,1,0,0,3
1554,0,2.7,1,3.0,1.0,47.0,0.7,185.0,5.0,12.0,319.0,1367.0,509.0,12.0,3.0,19,1,0,0,0
1187,0,2.3,0,0.0,1.0,21.0,0.2,122.0,6.0,6.0,215.0,1125.0,2547.0,10.0,3.0,5,1,1,0,2
1156,1,2.7,1,1.0,1.0,30.0,0.9,173.0,3.0,16.0,945.0,1913.0,2735.0,16.0,15.0,13,1,0,1,2
1918,0,2.8,0,1.0,0.0,22.0,0.3,139.0,1.0,5.0,381.0,1203.0,1369.0,9.0,6.0,6,0,1,1,1
841,1,0.5,1,8.0,0.0,39.0,0.1,199.0,6.0,13.0,546.0,828.0,2942.0,11.0,5.0,16,0,1,1,2
730,1,1.3,1,6.0,0.0,6.0,0.9,167.0,7.0,10.0,1096.0,1155.0,2812.0,10.0,1.0,17,0,0,0,2
878,1,1.3,0,13.0,1.0,31.0,0.5,153.0,4.0,18.0,575.0,618.0,3497.0,9.0,7.0,11,1,1,0,2
1059,0,0.5,1,0.0,0.0,50.0,0.7,182.0,8.0,1.0,519.0,1545.0,619.0,5.0,3.0,18,0,1,1,0
1578,0,2.9,0,8.0,0.0,3.0,0.9,200.0,1.0,20.0,342.0,670.0,3483.0,17.0,4.0,16,1,0,0,3
1829,0,1.7,0,0.0,0.0,36.0,0.8,112.0,5.0,1.0,291.0,563.0,1475.0,11.0,4.0,7,0,0,0,1
1132,0,1.0,0,0.0,0.0,8.0,0.1,157.0,1.0,4.0,1091.0,1293.0,1950.0,11.0,2.0,6,0,1,1,1
1652,0,0.6,1,4.0,1.0,40.0,1.0,198.0,7.0,6.0,352.0,1084.0,3592.0,7.0,6.0,6,1,0,0,3
912,0,0.5,1,0.0,0.0,58.0,0.3,107.0,5.0,1.0,165.0,1723.0,3573.0,17.0,3.0,20,1,1,0,3
1181,0,2.3,0,12.0,1.0,61.0,0.6,116.0,2.0,16.0,385.0,831.0,2020.0,6.0,0.0,18,1,1,0,1
1497,1,0.7,0,5.0,0.0,32.0,0.7,92.0,3.0,9.0,1920.0,1933.0,1329.0,6.0,1.0,7,1,1,0,2
1790,1,2.3,1,3.0,1.0,49.0,0.5,100.0,3.0,11.0,396.0,1980.0,3568.0,6.0,2.0,18,1,0,1,3
1742,1,1.6,0,3.0,0.0,49.0,0.8,100.0,1.0,9.0,1134.0,1469.0,1947.0,5.0,4.0,6,1,0,1,2
1549,1,0.5,0,4.0,0.0,8.0,0.4,158.0,5.0,7.0,721.0,1514.0,1998.0,12.0,7.0,15,1,1,0,2
1372,1,2.7,0,7.0,0.0,34.0,0.4,193.0,4.0,17.0,687.0,937.0,725.0,11.0,3.0,20,1,0,0,0
1112,0,0.5,0,0.0,1.0,12.0,0.9,190.0,4.0,6.0,777.0,1119.0,3302.0,11.0,0.0,20,1,1,1,3
1005,0,0.5,0,0.0,0.0,46.0,0.4,133.0,8.0,17.0,176.0,1556.0,3884.0,17.0,0.0,20,0,1,1,3
783,1,1.7,1,9.0,1.0,27.0,0.3,150.0,6.0,11.0,458.0,1263.0,1185.0,15.0,4.0,6,1,1,1,0
1698,0,2.5,0,10.0,1.0,26.0,0.4,105.0,2.0,18.0,485.0,1819.0,1656.0,5.0,3.0,17,1,0,1,2
899,1,2.7,0,3.0,1.0,53.0,0.3,192.0,4.0,11.0,641.0,1638.0,2870.0,19.0,16.0,10,1,0,1,2
1062,0,1.5,0,3.0,0.0,45.0,0.2,151.0,3.0,4.0,798.0,1435.0,911.0,14.0,2.0,9,0,0,0,0
989,1,2.0,0,4.0,0.0,17.0,0.2,166.0,3.0,19.0,256.0,1394.0,3892.0,18.0,7.0,19,1,1,0,3
1983,1,1.2,1,6.0,1.0,27.0,0.6,125.0,1.0,11.0,370.0,1197.0,3897.0,12.0,10.0,10,1,1,1,3
1800,1,3.0,0,5.0,0.0,53.0,0.3,87.0,1.0,12.0,191.0,1108.0,656.0,14.0,10.0,18,0,0,1,0
1254,0,1.7,0,0.0,1.0,45.0,0.4,146.0,3.0,3.0,1571.0,1956.0,606.0,7.0,2.0,2,1,1,1,1
868,0,1.7,0,0.0,0.0,30.0,0.8,83.0,4.0,0.0,276.0,1026.0,1653.0,11.0,7.0,17,1,0,0,1
1205,0,0.5,1,3.0,0.0,12.0,0.6,175.0,4.0,6.0,573.0,614.0,860.0,14.0,1.0,14,1,0,1,0
1284,1,2.8,1,0.0,0.0,10.0,0.9,155.0,2.0,14.0,160.0,516.0,2197.0,16.0,2.0,9,0,1,1,1
626,0,0.7,1,2.0,1.0,23.0,0.5,187.0,2.0,9.0,90.0,1334.0,3458.0,7.0,5.0,11,1,0,1,2
1763,0,2.9,1,1.0,1.0,53.0,0.2,101.0,4.0,20.0,138.0,806.0,2066.0,12.0,9.0,17,1,1,1,1
694,1,1.8,1,15.0,0.0,36.0,0.4,193.0,4.0,20.0,983.0,1230.0,3676.0,12.0,8.0,5,1,0,1,3
1265,0,0.6,1,4.0,1.0,49.0,0.5,90.0,1.0,5.0,275.0,687.0,1518.0,16.0,11.0,8,1,0,1,1
816,1,0.5,0,4.0,0.0,14.0,0.9,198.0,3.0,13.0,149.0,558.0,1018.0,17.0,10.0,15,1,0,0,0
904,0,1.8,0,3.0,1.0,35.0,0.4,168.0,3.0,4.0,42.0,507.0,1360.0,15.0,12.0,11,1,0,0,0
979,0,0.5,1,0.0,1.0,5.0,0.5,164.0,7.0,2.0,793.0,1670.0,3449.0,5.0,2.0,14,1,0,0,3
1531,0,2.0,0,0.0,1.0,60.0,0.4,162.0,6.0,1.0,625.0,765.0,2524.0,13.0,11.0,7,1,0,0,2
934,0,2.0,1,2.0,0.0,30.0,0.7,182.0,8.0,15.0,521.0,1190.0,703.0,10.0,8.0,7,0,0,1,0
1624,1,2.6,1,0.0,0.0,58.0,1.0,200.0,3.0,11.0,1530.0,1744.0,1251.0,13.0,4.0,18,0,1,1,1
874,0,1.3,0,5.0,0.0,8.0,0.5,185.0,1.0,20.0,442.0,1248.0,582.0,6.0,4.0,15,0,0,0,0
1027,1,2.2,0,0.0,0.0,63.0,0.8,102.0,5.0,4.0,152.0,714.0,1732.0,8.0,5.0,13,0,1,1,1
1966,0,0.8,1,15.0,1.0,48.0,0.2,144.0,1.0,16.0,1242.0,1973.0,1252.0,6.0,4.0,19,1,1,1,2
1048,1,1.5,0,2.0,1.0,29.0,1.0,182.0,1.0,4.0,29.0,1670.0,2146.0,11.0,10.0,2,1,0,0,1
1496,1,1.9,1,13.0,0.0,38.0,0.1,126.0,4.0,14.0,501.0,506.0,1927.0,17.0,4.0,6,0,0,1,1
959,1,1.7,0,15.0,0.0,13.0,0.4,155.0,4.0,16.0,87.0,736.0,3328.0,10.0,9.0,10,1,1,1,2
1349,1,2.2,1,5.0,0.0,55.0,0.1,105.0,7.0,7.0,648.0,1019.0,2462.0,15.0,7.0,17,1,0,1,2
1689,1,2.4,1,0.0,1.0,13.0,0.9,168.0,2.0,9.0,521.0,674.0,1172.0,12.0,11.0,17,1,1,1,0
1558,1,2.4,0,0.0,1.0,27.0,0.1,146.0,1.0,1.0,120.0,1409.0,3598.0,9.0,2.0,12,1,0,1,3
582,0,0.5,1,3.0,0.0,27.0,0.2,168.0,3.0,10.0,985.0,1420.0,2437.0,19.0,2.0,2,1,1,1,2
1485,0,2.8,0,3.0,1.0,44.0,0.1,138.0,4.0,14.0,341.0,774.0,3271.0,14.0,12.0,8,1,1,0,3
1991,1,1.8,0,11.0,0.0,9.0,0.7,94.0,3.0,12.0,751.0,1377.0,1511.0,17.0,8.0,9,0,0,0,1
553,0,0.5,1,2.0,1.0,23.0,0.5,119.0,3.0,3.0,993.0,1517.0,2981.0,7.0,3.0,14,1,0,0,2
1231,0,0.7,1,2.0,0.0,7.0,0.9,113.0,1.0,7.0,43.0,1663.0,3119.0,9.0,4.0,15,1,1,0,3
805,0,0.8,0,1.0,0.0,34.0,0.6,88.0,6.0,2.0,1262.0,1538.0,3647.0,18.0,11.0,9,1,0,1,3
764,1,1.2,1,1.0,0.0,13.0,1.0,152.0,8.0,2.0,361.0,511.0,3148.0,18.0,7.0,6,1,1,0,2
894,0,0.9,0,5.0,1.0,54.0,0.2,130.0,3.0,15.0,104.0,541.0,2829.0,11.0,5.0,13,1,0,1,2
1589,0,2.6,0,9.0,0.0,46.0,0.4,84.0,3.0,16.0,618.0,940.0,2373.0,11.0,9.0,20,1,1,0,2
1456,0,1.6,1,9.0,1.0,39.0,0.1,80.0,8.0,10.0,815.0,1666.0,3998.0,6.0,3.0,13,1,1,0,3
743,0,0.5,1,0.0,1.0,33.0,0.3,95.0,2.0,1.0,1587.0,1659.0,316.0,19.0,10.0,4,1,0,0,0
1061,1,2.1,0,3.0,1.0,52.0,0.1,109.0,7.0,4.0,138.0,1330.0,999.0,16.0,12.0,9,1,1,0,0
1428,1,1.6,0,0.0,0.0,7.0,0.1,153.0,4.0,2.0,584.0,983.0,1808.0,12.0,8.0,13,0,1,0,1
674,1,2.8,1,0.0,1.0,8.0,0.2,93.0,3.0,0.0,750.0,772.0,589.0,18.0,6.0,4,1,1,0,0
832,0,1.1,0,0.0,1.0,46.0,0.3,93.0,6.0,0.0,820.0,1366.0,3317.0,8.0,0.0,19,1,1,0,3
1625,1,0.5,1,2.0,1.0,50.0,0.1,107.0,8.0,17.0,8.0,1219.0,670.0,16.0,3.0,8,1,0,0,0
907,0,1.4,1,3.0,0.0,42.0,0.2,151.0,1.0,16.0,171.0,507.0,584.0,11.0,9.0,6,1,0,0,0
1631,0,0.5,0,2.0,1.0,13.0,0.5,166.0,2.0,16.0,960.0,1735.0,2173.0,12.0,3.0,8,1,1,0,2
1584,1,1.3,0,6.0,0.0,41.0,0.6,135.0,4.0,15.0,160.0,1291.0,1561.0,10.0,5.0,17,0,0,1,1
1382,1,0.5,0,7.0,1.0,13.0,0.3,199.0,2.0,18.0,612.0,719.0,2073.0,16.0,7.0,9,1,0,1,1
633,1,1.4,0,0.0,1.0,46.0,0.7,102.0,6.0,10.0,709.0,1915.0,1401.0,19.0,14.0,11,1,1,0,1
1444,1,2.1,0,9.0,0.0,38.0,0.4,104.0,7.0,16.0,624.0,917.0,3764.0,14.0,9.0,10,0,0,0,3
852,1,1.6,1,6.0,1.0,54.0,0.4,147.0,5.0,7.0,538.0,730.0,1275.0,13.0,7.0,12,1,0,1,0
922,1,0.7,0,0.0,1.0,47.0,1.0,157.0,8.0,14.0,1295.0,1808.0,1464.0,17.0,4.0,12,1,0,1,1
1745,0,1.5,1,4.0,1.0,57.0,0.1,159.0,3.0,16.0,1164.0,1908.0,2885.0,13.0,11.0,5,1,1,1,3
862,0,2.3,0,9.0,1.0,6.0,0.1,107.0,8.0,14.0,829.0,1977.0,3458.0,9.0,4.0,9,1,1,1,3
1754,1,2.1,1,1.0,1.0,52.0,1.0,101.0,4.0,3.0,199.0,1452.0,3019.0,11.0,6.0,19,1,0,1,3
1008,0,2.5,0,3.0,0.0,36.0,1.0,109.0,1.0,14.0,825.0,1972.0,1083.0,6.0,4.0,6,0,0,0,1
1569,0,0.5,1,3.0,0.0,33.0,0.2,147.0,1.0,13.0,519.0,930.0,3538.0,18.0,1.0,15,1,0,1,3
1596,0,2.9,1,7.0,0.0,7.0,0.7,149.0,2.0,9.0,169.0,1190.0,2493.0,14.0,12.0,13,1,1,1,2
1807,1,0.5,1,2.0,1.0,61.0,0.1,134.0,6.0,6.0,1734.0,1968.0,3726.0,8.0,5.0,15,1,0,0,3
1660,0,2.8,1,4.0,0.0,7.0,0.8,184.0,1.0,6.0,76.0,1165.0,1531.0,12.0,0.0,7,0,0,0,1
1861,1,0.9,0,4.0,1.0,55.0,0.5,148.0,7.0,8.0,1698.0,1877.0,601.0,7.0,5.0,4,1,0,0,1
648,0,1.9,1,4.0,0.0,8.0,1.0,91.0,5.0,19.0,819.0,1997.0,2991.0,8.0,7.0,4,0,0,1,2
1379,0,0.5,1,1.0,0.0,19.0,0.3,134.0,8.0,17.0,387.0,671.0,3912.0,11.0,2.0,19,0,1,1,3
1910,1,1.7,0,0.0,0.0,34.0,0.6,115.0,2.0,0.0,985.0,1284.0,309.0,8.0,4.0,10,0,0,1,0
1807,0,2.0,1,0.0,1.0,13.0,0.5,155.0,8.0,0.0,970.0,974.0,323.0,9.0,3.0,3,1,1,1,0
1923,0,0.5,1,7.0,0.0,46.0,0.5,191.0,1.0,10.0,767.0,1759.0,1489.0,10.0,9.0,3,1,1,1,1
1345,1,3.0,0,7.0,1.0,38.0,0.1,162.0,3.0,11.0,512.0,1465.0,1322.0,9.0,2.0,15,1,0,0,1
904,0,1.6,1,5.0,1.0,14.0,0.2,102.0,8.0,9.0,56.0,760.0,1846.0,7.0,0.0,3,1,0,1,1
1239,0,1.2,1,5.0,1.0,52.0,0.9,122.0,2.0,10.0,590.0,661.0,417.0,8.0,0.0,6,1,0,1,0
1330,0,0.9,0,6.0,1.0,52.0,0.8,84.0,4.0,12.0,462.0,1304.0,3269.0,19.0,6.0,8,1,1,0,3
516,1,0.7,1,1.0,0.0,30.0,0.9,138.0,1.0,12.0,126.0,698.0,3731.0,17.0,13.0,15,0,0,0,2
672,1,0.5,1,0.0,0.0,54.0,0.9,95.0,4.0,11.0,578.0,1143.0,667.0,17.0,8.0,14,0,0,0,0
892,1,0.5,0,0.0,1.0,47.0,0.4,94.0,1.0,18.0,655.0,1782.0,1241.0,12.0,3.0,9,1,0,1,1
1778,0,0.5,0,0.0,1.0,23.0,0.5,101.0,6.0,11.0,1028.0,1445.0,3941.0,19.0,6.0,13,1,0,0,3
1130,1,2.5,0,4.0,1.0,58.0,0.1,132.0,5.0,14.0,88.0,1261.0,1018.0,17.0,1.0,16,1,0,0,0
1359,0,0.6,0,4.0,0.0,59.0,0.3,86.0,2.0,6.0,1692.0,1902.0,3142.0,19.0,3.0,17,0,1,1,3
1866,1,2.5,1,3.0,1.0,47.0,0.8,89.0,5.0,9.0,358.0,1782.0,1444.0,7.0,4.0,20,1,0,0,1
1597,0,2.3,0,11.0,0.0,34.0,0.4,89.0,1.0,14.0,64.0,1667.0,934.0,16.0,10.0,9,0,1,0,0
1046,1,2.8,1,0.0,1.0,58.0,0.2,100.0,8.0,0.0,259.0,1040.0,3863.0,17.0,12.0,9,1,1,1,3
1035,0,0.6,1,2.0,1.0,44.0,0.5,99.0,3.0,3.0,236.0,1960.0,3506.0,14.0,5.0,12,1,1,0,3
